rank,title,artist,genre,weeks_on_chart,date,week_number,year
37,Hold Me Closer,Ed Sheeran,Pop,17,2025-04-02,14,2025
38,Hold Me Closer,Drake,Pop,14,2025-04-02,14,2025
39,As It Was,Taylor Swift,Hip-Hop/Rap,5,2025-04-02,14,2025
40,Pink Venom,Miley Cyrus,Hip-Hop/Rap,14,2025-04-02,14,2025
41,About Damn Time,Lil Baby,Hip-Hop/Rap,19,2025-04-02,14,2025
42,Hold Me Closer,Ariana Grande,Hip-Hop/Rap,3,2025-04-02,14,2025
43,Flowers,The Weeknd,Rock,15,2025-04-02,14,2025
44,Unholy,Dua Lipa,Hip-Hop/Rap,13,2025-04-02,14,2025
45,Hold Me Closer,The Weeknd,R&B/Soul,16,2025-04-02,14,2025
46,Last Night,Olivia Rodrigo,Hip-Hop/Rap,10,2025-04-02,14,2025
47,Dynamite,Drake,Hip-Hop/Rap,6,2025-04-02,14,2025
48,Hold Me Closer,The Weeknd,Hip-Hop/Rap,10,2025-04-02,14,2025
49,Late Night Talking,Ed Sheeran,Pop,6,2025-04-02,14,2025
50,Break My Soul,The Weeknd,R&B/Soul,18,2025-04-02,14,2025
51,Last Night,Drake,Pop,11,2025-04-02,14,2025
52,About Damn Time,Ed Sheeran,R&B/Soul,12,2025-04-02,14,2025
53,Hold Me Closer,Morgan Wallen,Hip-Hop/Rap,19,2025-04-02,14,2025
54,Late Night Talking,Doja Cat,Pop,16,2025-04-02,14,2025
55,Unholy,Dua Lipa,Hip-Hop/Rap,7,2025-04-02,14,2025
56,Unholy,BTS,R&B/Soul,9,2025-04-02,14,2025
57,Unholy,Post Malone,Rock,12,2025-04-02,14,2025
58,Hold Me Closer,Post Malone,R&B/Soul,12,2025-04-02,14,2025
59,Dynamite,Olivia Rodrigo,Country,18,2025-04-02,14,2025
60,Kill Bill,BTS,Country,1,2025-04-02,14,2025
61,Pink Venom,Blackpink,Rock,16,2025-04-02,14,2025
62,Anti-Hero,Billie Eilish,Hip-Hop/Rap,3,2025-04-02,14,2025
63,HUMBLE.,Drake,R&B/Soul,1,2025-04-02,14,2025
64,Hold Me Closer,Ed Sheeran,Alternative,17,2025-04-02,14,2025
65,Pink Venom,Bad Bunny,Country,12,2025-04-02,14,2025
66,Hold Me Closer,Doja Cat,Country,7,2025-04-02,14,2025
67,Late Night Talking,Ariana Grande,R&B/Soul,1,2025-04-02,14,2025
68,Flowers,Justin Bieber,Country,7,2025-04-02,14,2025
69,Dynamite,Post Malone,Pop,2,2025-04-02,14,2025
70,Hold Me Closer,The Weeknd,Alternative,11,2025-04-02,14,2025
71,Flowers,Bad Bunny,Pop,2,2025-04-02,14,2025
72,Late Night Talking,Doja Cat,Rock,11,2025-04-02,14,2025
73,Hold Me Closer,Ed Sheeran,Alternative,1,2025-04-02,14,2025
74,Hold Me Closer,Morgan Wallen,R&B/Soul,10,2025-04-02,14,2025
75,Vampire,Drake,Alternative,20,2025-04-02,14,2025
76,About Damn Time,Bad Bunny,Country,16,2025-04-02,14,2025
77,About Damn Time,Lizzo,R&B/Soul,1,2025-04-02,14,2025
78,About Damn Time,Ariana Grande,Hip-Hop/Rap,1,2025-04-02,14,2025
79,Vampire,Lizzo,Country,8,2025-04-02,14,2025
80,Hold Me Closer,Kendrick Lamar,R&B/Soul,2,2025-04-02,14,2025
81,As It Was,Dua Lipa,Country,10,2025-04-02,14,2025
82,Anti-Hero,Harry Styles,Country,18,2025-04-02,14,2025
83,HUMBLE.,Dua Lipa,Pop,6,2025-04-02,14,2025
84,Flowers,Olivia Rodrigo,Rock,10,2025-04-02,14,2025
85,Flowers,Doja Cat,Hip-Hop/Rap,10,2025-04-02,14,2025
86,Late Night Talking,Doja Cat,R&B/Soul,4,2025-04-02,14,2025
87,HUMBLE.,Miley Cyrus,R&B/Soul,2,2025-04-02,14,2025
88,As It Was,Drake,Country,14,2025-04-02,14,2025
89,About Damn Time,Dua Lipa,R&B/Soul,20,2025-04-02,14,2025
90,Pink Venom,Drake,Country,6,2025-04-02,14,2025
91,Unholy,Dua Lipa,Country,18,2025-04-02,14,2025
92,Late Night Talking,Miley Cyrus,Hip-Hop/Rap,13,2025-04-02,14,2025
93,Dynamite,Taylor Swift,Pop,1,2025-04-02,14,2025
94,About Damn Time,Olivia Rodrigo,Hip-Hop/Rap,10,2025-04-02,14,2025
95,Late Night Talking,Olivia Rodrigo,R&B/Soul,14,2025-04-02,14,2025
96,Hold Me Closer,Ed Sheeran,Country,17,2025-04-02,14,2025
97,As It Was,Billie Eilish,Hip-Hop/Rap,1,2025-04-02,14,2025
98,HUMBLE.,BTS,Country,5,2025-04-02,14,2025
99,About Damn Time,Taylor Swift,Country,9,2025-04-02,14,2025
100,Flowers,Drake,R&B/Soul,6,2025-04-02,14,2025
1,Kill Bill,Taylor Swift,R&B/Soul,12,2025-04-09,15,2025
2,Pink Venom,Blackpink,R&B/Soul,5,2025-04-09,15,2025
3,About Damn Time,Taylor Swift,Hip-Hop/Rap,6,2025-04-09,15,2025
4,As It Was,Taylor Swift,R&B/Soul,8,2025-04-09,15,2025
5,Hold Me Closer,Doja Cat,R&B/Soul,11,2025-04-09,15,2025
6,Hold Me Closer,Justin Bieber,Hip-Hop/Rap,6,2025-04-09,15,2025
7,Last Night,Ariana Grande,Hip-Hop/Rap,16,2025-04-09,15,2025
8,Hold Me Closer,Justin Bieber,Pop,18,2025-04-09,15,2025
9,Unholy,Bad Bunny,Hip-Hop/Rap,7,2025-04-09,15,2025
10,Vampire,Ariana Grande,Pop,11,2025-04-09,15,2025
11,HUMBLE.,Olivia Rodrigo,R&B/Soul,1,2025-04-09,15,2025
12,Hold Me Closer,Billie Eilish,Rock,11,2025-04-09,15,2025
13,About Damn Time,BTS,Pop,12,2025-04-09,15,2025
14,Break My Soul,Dua Lipa,Hip-Hop/Rap,11,2025-04-09,15,2025
15,Flowers,Taylor Swift,Country,5,2025-04-09,15,2025
16,Flowers,Bad Bunny,Hip-Hop/Rap,5,2025-04-09,15,2025
17,As It Was,Taylor Swift,Country,9,2025-04-09,15,2025
18,Hold Me Closer,Post Malone,R&B/Soul,17,2025-04-09,15,2025
19,Unholy,Bad Bunny,Country,18,2025-04-09,15,2025
20,Unholy,Billie Eilish,Hip-Hop/Rap,1,2025-04-09,15,2025
21,Late Night Talking,Dua Lipa,R&B/Soul,16,2025-04-09,15,2025
22,Hold Me Closer,Kendrick Lamar,Country,14,2025-04-09,15,2025
23,Hold Me Closer,Justin Bieber,Country,15,2025-04-09,15,2025
24,Kill Bill,Justin Bieber,Hip-Hop/Rap,14,2025-04-09,15,2025
25,Break My Soul,Dua Lipa,Hip-Hop/Rap,9,2025-04-09,15,2025
26,Unholy,Morgan Wallen,Hip-Hop/Rap,15,2025-04-09,15,2025
27,Anti-Hero,Ed Sheeran,Hip-Hop/Rap,4,2025-04-09,15,2025
28,About Damn Time,Morgan Wallen,Pop,13,2025-04-09,15,2025
29,Unholy,Harry Styles,Pop,6,2025-04-09,15,2025
30,Late Night Talking,Morgan Wallen,Rock,13,2025-04-09,15,2025
31,Hold Me Closer,The Weeknd,Hip-Hop/Rap,12,2025-04-09,15,2025
32,Pink Venom,Blackpink,R&B/Soul,5,2025-04-09,15,2025
33,Unholy,Olivia Rodrigo,Country,7,2025-04-09,15,2025
34,Hold Me Closer,Morgan Wallen,R&B/Soul,6,2025-04-09,15,2025
35,Anti-Hero,Miley Cyrus,Rock,1,2025-04-09,15,2025
36,Late Night Talking,Billie Eilish,Hip-Hop/Rap,16,2025-04-09,15,2025
37,Anti-Hero,Blackpink,Hip-Hop/Rap,4,2025-04-09,15,2025
38,Flowers,The Weeknd,Pop,18,2025-04-09,15,2025
39,Kill Bill,Kendrick Lamar,Rock,17,2025-04-09,15,2025
40,Flowers,Blackpink,Hip-Hop/Rap,14,2025-04-09,15,2025
41,Late Night Talking,Billie Eilish,Pop,4,2025-04-09,15,2025
42,Kill Bill,Drake,R&B/Soul,2,2025-04-09,15,2025
43,Hold Me Closer,Kendrick Lamar,Pop,15,2025-04-09,15,2025
44,Unholy,Blackpink,Country,8,2025-04-09,15,2025
45,Hold Me Closer,Ed Sheeran,Hip-Hop/Rap,5,2025-04-09,15,2025
46,Late Night Talking,BTS,R&B/Soul,5,2025-04-09,15,2025
47,Unholy,Lil Baby,Rock,15,2025-04-09,15,2025
48,Flowers,Drake,R&B/Soul,9,2025-04-09,15,2025
49,As It Was,Doja Cat,Pop,13,2025-04-09,15,2025
50,About Damn Time,Dua Lipa,Hip-Hop/Rap,5,2025-04-09,15,2025
51,Break My Soul,Harry Styles,R&B/Soul,3,2025-04-09,15,2025
52,About Damn Time,Kendrick Lamar,Rock,19,2025-04-09,15,2025
53,Flowers,Post Malone,Hip-Hop/Rap,8,2025-04-09,15,2025
54,Hold Me Closer,Harry Styles,Pop,7,2025-04-09,15,2025
55,Unholy,BTS,Country,7,2025-04-09,15,2025
56,As It Was,Ariana Grande,Pop,1,2025-04-09,15,2025
57,Break My Soul,Ariana Grande,Hip-Hop/Rap,11,2025-04-09,15,2025
58,Pink Venom,Drake,R&B/Soul,14,2025-04-09,15,2025
59,Hold Me Closer,Drake,Hip-Hop/Rap,3,2025-04-09,15,2025
60,Flowers,Bad Bunny,R&B/Soul,10,2025-04-09,15,2025
61,Flowers,Lizzo,Hip-Hop/Rap,9,2025-04-09,15,2025
62,As It Was,Drake,Country,10,2025-04-09,15,2025
63,Vampire,Drake,Country,7,2025-04-09,15,2025
64,About Damn Time,Lizzo,Country,12,2025-04-09,15,2025
65,Anti-Hero,Olivia Rodrigo,Pop,18,2025-04-09,15,2025
66,Late Night Talking,Miley Cyrus,Hip-Hop/Rap,5,2025-04-09,15,2025
67,Kill Bill,BTS,R&B/Soul,6,2025-04-09,15,2025
68,Unholy,Morgan Wallen,Alternative,4,2025-04-09,15,2025
69,Break My Soul,Doja Cat,R&B/Soul,8,2025-04-09,15,2025
70,Hold Me Closer,Post Malone,R&B/Soul,9,2025-04-09,15,2025
71,Unholy,Ed Sheeran,Alternative,20,2025-04-09,15,2025
72,Flowers,Miley Cyrus,R&B/Soul,12,2025-04-09,15,2025
73,Unholy,Ariana Grande,Alternative,10,2025-04-09,15,2025
74,Hold Me Closer,BTS,R&B/Soul,7,2025-04-09,15,2025
75,Hold Me Closer,Drake,Rock,20,2025-04-09,15,2025
76,Kill Bill,Ariana Grande,Pop,13,2025-04-09,15,2025
77,Vampire,Doja Cat,R&B/Soul,4,2025-04-09,15,2025
78,Anti-Hero,Billie Eilish,R&B/Soul,8,2025-04-09,15,2025
79,Late Night Talking,Doja Cat,Hip-Hop/Rap,9,2025-04-09,15,2025
80,Pink Venom,Taylor Swift,Alternative,17,2025-04-09,15,2025
81,Pink Venom,The Weeknd,Country,14,2025-04-09,15,2025
82,Flowers,The Weeknd,Country,19,2025-04-09,15,2025
83,Kill Bill,Kendrick Lamar,Pop,2,2025-04-09,15,2025
84,Kill Bill,Ariana Grande,Alternative,8,2025-04-09,15,2025
85,HUMBLE.,Bad Bunny,R&B/Soul,16,2025-04-09,15,2025
86,Vampire,Kendrick Lamar,Hip-Hop/Rap,3,2025-04-09,15,2025
87,As It Was,Justin Bieber,Alternative,8,2025-04-09,15,2025
88,About Damn Time,Ariana Grande,R&B/Soul,16,2025-04-09,15,2025
89,Dynamite,Lil Baby,R&B/Soul,13,2025-04-09,15,2025
90,Unholy,Kendrick Lamar,Pop,15,2025-04-09,15,2025
91,Flowers,Olivia Rodrigo,Country,13,2025-04-09,15,2025
92,Break My Soul,Bad Bunny,R&B/Soul,10,2025-04-09,15,2025
93,About Damn Time,Miley Cyrus,Pop,3,2025-04-09,15,2025
94,Dynamite,Taylor Swift,R&B/Soul,17,2025-04-09,15,2025
95,Unholy,Justin Bieber,R&B/Soul,18,2025-04-09,15,2025
96,As It Was,Billie Eilish,Pop,3,2025-04-09,15,2025
97,Dynamite,Bad Bunny,Pop,20,2025-04-09,15,2025
98,Dynamite,Olivia Rodrigo,Pop,18,2025-04-09,15,2025
99,Hold Me Closer,Miley Cyrus,Pop,1,2025-04-09,15,2025
100,Kill Bill,Billie Eilish,R&B/Soul,13,2025-04-09,15,2025
1,Pink Venom,Drake,Pop,14,2025-04-16,16,2025
2,Kill Bill,Taylor Swift,Pop,19,2025-04-16,16,2025
3,Flowers,Morgan Wallen,Rock,15,2025-04-16,16,2025
4,About Damn Time,Olivia Rodrigo,Hip-Hop/Rap,9,2025-04-16,16,2025
5,Unholy,Ed Sheeran,R&B/Soul,2,2025-04-16,16,2025
6,Break My Soul,Lil Baby,Pop,11,2025-04-16,16,2025
7,Vampire,Lil Baby,Pop,17,2025-04-16,16,2025
8,Late Night Talking,Billie Eilish,R&B/Soul,11,2025-04-16,16,2025
9,HUMBLE.,Ariana Grande,R&B/Soul,17,2025-04-16,16,2025
10,HUMBLE.,Kendrick Lamar,Pop,20,2025-04-16,16,2025
11,Kill Bill,Ed Sheeran,Hip-Hop/Rap,2,2025-04-16,16,2025
12,Kill Bill,Justin Bieber,Hip-Hop/Rap,8,2025-04-16,16,2025
13,About Damn Time,Harry Styles,Pop,13,2025-04-16,16,2025
14,Late Night Talking,Blackpink,Hip-Hop/Rap,1,2025-04-16,16,2025
15,Break My Soul,Post Malone,Pop,2,2025-04-16,16,2025
16,Late Night Talking,Taylor Swift,Pop,3,2025-04-16,16,2025
17,Anti-Hero,Doja Cat,Hip-Hop/Rap,13,2025-04-16,16,2025
18,Late Night Talking,Doja Cat,Hip-Hop/Rap,20,2025-04-16,16,2025
19,Late Night Talking,Ed Sheeran,Pop,15,2025-04-16,16,2025
20,Last Night,Bad Bunny,Country,13,2025-04-16,16,2025
21,Late Night Talking,Drake,Pop,9,2025-04-16,16,2025
22,HUMBLE.,Drake,Rock,2,2025-04-16,16,2025
23,Pink Venom,Kendrick Lamar,Rock,16,2025-04-16,16,2025
24,About Damn Time,Ed Sheeran,Hip-Hop/Rap,16,2025-04-16,16,2025
25,As It Was,Bad Bunny,Pop,20,2025-04-16,16,2025
26,Pink Venom,Dua Lipa,Hip-Hop/Rap,12,2025-04-16,16,2025
27,Late Night Talking,Drake,Country,8,2025-04-16,16,2025
28,Hold Me Closer,Post Malone,Hip-Hop/Rap,14,2025-04-16,16,2025
29,Hold Me Closer,Bad Bunny,Hip-Hop/Rap,5,2025-04-16,16,2025
30,Flowers,Lizzo,Pop,10,2025-04-16,16,2025
31,Late Night Talking,Drake,Hip-Hop/Rap,1,2025-04-16,16,2025
32,As It Was,Dua Lipa,R&B/Soul,9,2025-04-16,16,2025
33,HUMBLE.,The Weeknd,Rock,9,2025-04-16,16,2025
34,Unholy,Billie Eilish,Pop,18,2025-04-16,16,2025
35,Late Night Talking,Lil Baby,Hip-Hop/Rap,18,2025-04-16,16,2025
36,Late Night Talking,Olivia Rodrigo,Pop,14,2025-04-16,16,2025
37,Dynamite,The Weeknd,Rock,20,2025-04-16,16,2025
38,HUMBLE.,BTS,Rock,12,2025-04-16,16,2025
39,Late Night Talking,The Weeknd,Pop,8,2025-04-16,16,2025
40,Dynamite,Olivia Rodrigo,Rock,6,2025-04-16,16,2025
41,Last Night,Justin Bieber,Pop,15,2025-04-16,16,2025
42,Break My Soul,Justin Bieber,Pop,19,2025-04-16,16,2025
43,Hold Me Closer,The Weeknd,R&B/Soul,14,2025-04-16,16,2025
44,Vampire,The Weeknd,Hip-Hop/Rap,19,2025-04-16,16,2025
45,Last Night,Harry Styles,Hip-Hop/Rap,9,2025-04-16,16,2025
46,Hold Me Closer,Billie Eilish,Hip-Hop/Rap,3,2025-04-16,16,2025
47,Anti-Hero,Morgan Wallen,Pop,5,2025-04-16,16,2025
48,Anti-Hero,Taylor Swift,Hip-Hop/Rap,20,2025-04-16,16,2025
49,About Damn Time,Taylor Swift,Pop,6,2025-04-16,16,2025
50,Flowers,Morgan Wallen,Country,17,2025-04-16,16,2025
51,Hold Me Closer,Bad Bunny,Hip-Hop/Rap,13,2025-04-16,16,2025
52,Unholy,Drake,Pop,3,2025-04-16,16,2025
53,Last Night,Lil Baby,Pop,15,2025-04-16,16,2025
54,Pink Venom,Miley Cyrus,Pop,16,2025-04-16,16,2025
55,Unholy,BTS,Hip-Hop/Rap,8,2025-04-16,16,2025
56,Unholy,Miley Cyrus,Hip-Hop/Rap,1,2025-04-16,16,2025
57,Break My Soul,Bad Bunny,Hip-Hop/Rap,19,2025-04-16,16,2025
58,Anti-Hero,Harry Styles,Country,10,2025-04-16,16,2025
59,About Damn Time,Drake,Hip-Hop/Rap,5,2025-04-16,16,2025
60,Last Night,Ariana Grande,Rock,18,2025-04-16,16,2025
61,Hold Me Closer,Blackpink,Pop,7,2025-04-16,16,2025
62,About Damn Time,Justin Bieber,R&B/Soul,1,2025-04-16,16,2025
63,Break My Soul,Drake,Pop,18,2025-04-16,16,2025
64,Hold Me Closer,Ed Sheeran,Country,20,2025-04-16,16,2025
65,HUMBLE.,Taylor Swift,Country,8,2025-04-16,16,2025
66,About Damn Time,Post Malone,Country,14,2025-04-16,16,2025
67,HUMBLE.,Olivia Rodrigo,Country,20,2025-04-16,16,2025
68,As It Was,Justin Bieber,Pop,11,2025-04-16,16,2025
69,Late Night Talking,Morgan Wallen,Pop,11,2025-04-16,16,2025
70,Late Night Talking,Lil Baby,R&B/Soul,8,2025-04-16,16,2025
71,Pink Venom,BTS,Hip-Hop/Rap,20,2025-04-16,16,2025
72,Vampire,Lil Baby,Country,8,2025-04-16,16,2025
73,Flowers,Billie Eilish,Pop,17,2025-04-16,16,2025
74,Hold Me Closer,Kendrick Lamar,Pop,13,2025-04-16,16,2025
75,Kill Bill,Ariana Grande,Rock,12,2025-04-16,16,2025
76,Kill Bill,Olivia Rodrigo,Pop,3,2025-04-16,16,2025
77,Last Night,Drake,Alternative,20,2025-04-16,16,2025
78,Late Night Talking,Lil Baby,Country,6,2025-04-16,16,2025
79,About Damn Time,Justin Bieber,Pop,4,2025-04-16,16,2025
80,Late Night Talking,Ed Sheeran,R&B/Soul,4,2025-04-16,16,2025
81,Hold Me Closer,BTS,R&B/Soul,1,2025-04-16,16,2025
82,Late Night Talking,Harry Styles,Country,12,2025-04-16,16,2025
83,About Damn Time,Post Malone,Pop,3,2025-04-16,16,2025
84,About Damn Time,Justin Bieber,R&B/Soul,2,2025-04-16,16,2025
85,Kill Bill,Billie Eilish,Country,18,2025-04-16,16,2025
86,Late Night Talking,Doja Cat,Pop,3,2025-04-16,16,2025
87,Kill Bill,Blackpink,Hip-Hop/Rap,19,2025-04-16,16,2025
88,Last Night,Lizzo,Hip-Hop/Rap,13,2025-04-16,16,2025
89,Hold Me Closer,Justin Bieber,Country,13,2025-04-16,16,2025
90,Last Night,Morgan Wallen,Pop,7,2025-04-16,16,2025
91,Pink Venom,Harry Styles,R&B/Soul,6,2025-04-16,16,2025
92,Anti-Hero,Ed Sheeran,Alternative,19,2025-04-16,16,2025
93,Unholy,The Weeknd,Country,20,2025-04-16,16,2025
94,HUMBLE.,Bad Bunny,Country,6,2025-04-16,16,2025
95,Late Night Talking,Billie Eilish,R&B/Soul,2,2025-04-16,16,2025
96,Hold Me Closer,Bad Bunny,Country,5,2025-04-16,16,2025
97,Dynamite,Morgan Wallen,Country,18,2025-04-16,16,2025
98,Hold Me Closer,Harry Styles,R&B/Soul,6,2025-04-16,16,2025
99,About Damn Time,Harry Styles,Country,9,2025-04-16,16,2025
100,Flowers,Morgan Wallen,R&B/Soul,2,2025-04-16,16,2025
1,Dynamite,Bad Bunny,Hip-Hop/Rap,4,2025-04-23,17,2025
2,HUMBLE.,Doja Cat,Pop,17,2025-04-23,17,2025
3,Unholy,Bad Bunny,R&B/Soul,18,2025-04-23,17,2025
4,HUMBLE.,Ariana Grande,Pop,12,2025-04-23,17,2025
5,Hold Me Closer,Post Malone,R&B/Soul,10,2025-04-23,17,2025
6,Late Night Talking,Olivia Rodrigo,R&B/Soul,5,2025-04-23,17,2025
7,HUMBLE.,The Weeknd,Pop,11,2025-04-23,17,2025
8,Unholy,Ariana Grande,Rock,5,2025-04-23,17,2025
9,Unholy,Dua Lipa,Pop,12,2025-04-23,17,2025
10,Anti-Hero,Blackpink,Hip-Hop/Rap,9,2025-04-23,17,2025
11,Unholy,Ariana Grande,Hip-Hop/Rap,7,2025-04-23,17,2025
12,Flowers,Miley Cyrus,Pop,5,2025-04-23,17,2025
13,About Damn Time,Olivia Rodrigo,Pop,6,2025-04-23,17,2025
14,Unholy,Bad Bunny,Hip-Hop/Rap,15,2025-04-23,17,2025
15,Flowers,Drake,R&B/Soul,8,2025-04-23,17,2025
16,Hold Me Closer,Kendrick Lamar,R&B/Soul,9,2025-04-23,17,2025
17,Late Night Talking,Harry Styles,Hip-Hop/Rap,10,2025-04-23,17,2025
18,HUMBLE.,Dua Lipa,Pop,17,2025-04-23,17,2025
19,Late Night Talking,Taylor Swift,Country,17,2025-04-23,17,2025
20,Vampire,Dua Lipa,Country,18,2025-04-23,17,2025
21,As It Was,Taylor Swift,Pop,6,2025-04-23,17,2025
22,Break My Soul,Miley Cyrus,Country,11,2025-04-23,17,2025
23,Vampire,Dua Lipa,Rock,12,2025-04-23,17,2025
24,Hold Me Closer,The Weeknd,Country,3,2025-04-23,17,2025
25,Hold Me Closer,Lil Baby,Hip-Hop/Rap,20,2025-04-23,17,2025
26,As It Was,Dua Lipa,R&B/Soul,11,2025-04-23,17,2025
27,About Damn Time,Doja Cat,Hip-Hop/Rap,20,2025-04-23,17,2025
28,About Damn Time,Miley Cyrus,Pop,5,2025-04-23,17,2025
29,Unholy,Blackpink,Pop,14,2025-04-23,17,2025
30,Flowers,Olivia Rodrigo,R&B/Soul,6,2025-04-23,17,2025
31,Break My Soul,BTS,Rock,16,2025-04-23,17,2025
32,Anti-Hero,Lizzo,R&B/Soul,1,2025-04-23,17,2025
33,Hold Me Closer,Bad Bunny,Hip-Hop/Rap,20,2025-04-23,17,2025
34,Unholy,Bad Bunny,R&B/Soul,12,2025-04-23,17,2025
35,Dynamite,Post Malone,Pop,20,2025-04-23,17,2025
36,Hold Me Closer,Bad Bunny,Hip-Hop/Rap,12,2025-04-23,17,2025
37,Hold Me Closer,Miley Cyrus,Hip-Hop/Rap,10,2025-04-23,17,2025
38,Flowers,Post Malone,Pop,6,2025-04-23,17,2025
39,Pink Venom,Taylor Swift,Hip-Hop/Rap,2,2025-04-23,17,2025
40,About Damn Time,Dua Lipa,R&B/Soul,11,2025-04-23,17,2025
41,Pink Venom,Justin Bieber,R&B/Soul,14,2025-04-23,17,2025
42,Vampire,Lizzo,Pop,15,2025-04-23,17,2025
43,Late Night Talking,Kendrick Lamar,Hip-Hop/Rap,16,2025-04-23,17,2025
44,Vampire,Bad Bunny,Hip-Hop/Rap,11,2025-04-23,17,2025
45,Break My Soul,Lil Baby,Hip-Hop/Rap,2,2025-04-23,17,2025
46,Late Night Talking,Post Malone,Country,5,2025-04-23,17,2025
47,Kill Bill,Olivia Rodrigo,Pop,4,2025-04-23,17,2025
48,Kill Bill,Ariana Grande,Pop,1,2025-04-23,17,2025
49,Anti-Hero,Blackpink,Hip-Hop/Rap,10,2025-04-23,17,2025
50,About Damn Time,Lil Baby,R&B/Soul,6,2025-04-23,17,2025
51,Dynamite,Harry Styles,Pop,11,2025-04-23,17,2025
52,Hold Me Closer,The Weeknd,Hip-Hop/Rap,7,2025-04-23,17,2025
53,Unholy,Drake,Alternative,20,2025-04-23,17,2025
54,Unholy,Ariana Grande,Country,3,2025-04-23,17,2025
55,Break My Soul,Ed Sheeran,Pop,2,2025-04-23,17,2025
56,About Damn Time,Post Malone,Country,15,2025-04-23,17,2025
57,Pink Venom,Post Malone,Country,18,2025-04-23,17,2025
58,Flowers,Miley Cyrus,Pop,20,2025-04-23,17,2025
59,Last Night,Bad Bunny,Hip-Hop/Rap,15,2025-04-23,17,2025
60,Late Night Talking,Justin Bieber,R&B/Soul,6,2025-04-23,17,2025
61,Hold Me Closer,Kendrick Lamar,Pop,17,2025-04-23,17,2025
62,About Damn Time,Post Malone,Hip-Hop/Rap,17,2025-04-23,17,2025
63,HUMBLE.,The Weeknd,Alternative,20,2025-04-23,17,2025
64,HUMBLE.,Harry Styles,Country,3,2025-04-23,17,2025
65,HUMBLE.,Post Malone,Alternative,14,2025-04-23,17,2025
66,Break My Soul,Doja Cat,Pop,2,2025-04-23,17,2025
67,Kill Bill,Miley Cyrus,Country,14,2025-04-23,17,2025
68,About Damn Time,Drake,Country,13,2025-04-23,17,2025
69,Flowers,Harry Styles,Hip-Hop/Rap,15,2025-04-23,17,2025
70,Dynamite,Drake,Pop,17,2025-04-23,17,2025
71,Pink Venom,Lil Baby,Alternative,13,2025-04-23,17,2025
72,Flowers,Kendrick Lamar,Hip-Hop/Rap,20,2025-04-23,17,2025
73,Unholy,Harry Styles,R&B/Soul,19,2025-04-23,17,2025
74,Flowers,Morgan Wallen,Pop,3,2025-04-23,17,2025
75,Unholy,Kendrick Lamar,Country,7,2025-04-23,17,2025
76,About Damn Time,Olivia Rodrigo,Rock,19,2025-04-23,17,2025
77,Break My Soul,Drake,Alternative,16,2025-04-23,17,2025
78,HUMBLE.,Lil Baby,Hip-Hop/Rap,7,2025-04-23,17,2025
79,Kill Bill,Drake,Rock,11,2025-04-23,17,2025
80,Unholy,Blackpink,Country,10,2025-04-23,17,2025
81,Hold Me Closer,Bad Bunny,Hip-Hop/Rap,4,2025-04-23,17,2025
82,Unholy,Kendrick Lamar,Pop,3,2025-04-23,17,2025
83,Pink Venom,Ariana Grande,Hip-Hop/Rap,10,2025-04-23,17,2025
84,Hold Me Closer,Kendrick Lamar,Hip-Hop/Rap,1,2025-04-23,17,2025
85,Hold Me Closer,Doja Cat,Country,4,2025-04-23,17,2025
86,Kill Bill,Lizzo,R&B/Soul,1,2025-04-23,17,2025
87,Late Night Talking,Ariana Grande,Country,2,2025-04-23,17,2025
88,Late Night Talking,Dua Lipa,Pop,2,2025-04-23,17,2025
89,Kill Bill,Post Malone,Hip-Hop/Rap,20,2025-04-23,17,2025
90,Hold Me Closer,Ed Sheeran,Alternative,11,2025-04-23,17,2025
91,Unholy,Ed Sheeran,R&B/Soul,5,2025-04-23,17,2025
92,Flowers,Kendrick Lamar,Alternative,12,2025-04-23,17,2025
93,Hold Me Closer,Drake,Hip-Hop/Rap,4,2025-04-23,17,2025
94,Last Night,Miley Cyrus,Hip-Hop/Rap,1,2025-04-23,17,2025
95,Late Night Talking,Blackpink,Alternative,13,2025-04-23,17,2025
96,Hold Me Closer,Kendrick Lamar,R&B/Soul,15,2025-04-23,17,2025
97,Flowers,Lil Baby,R&B/Soul,13,2025-04-23,17,2025
98,Flowers,Olivia Rodrigo,Rock,5,2025-04-23,17,2025
99,Flowers,Lil Baby,Pop,7,2025-04-23,17,2025
100,Kill Bill,Drake,Country,7,2025-04-23,17,2025
1,About Damn Time,Dua Lipa,R&B/Soul,14,2025-04-30,18,2025
2,Last Night,Taylor Swift,Rock,9,2025-04-30,18,2025
3,Flowers,Morgan Wallen,Rock,10,2025-04-30,18,2025
4,HUMBLE.,Drake,Pop,12,2025-04-30,18,2025
5,Unholy,Ed Sheeran,R&B/Soul,19,2025-04-30,18,2025
6,Break My Soul,Kendrick Lamar,Pop,17,2025-04-30,18,2025
7,Pink Venom,Drake,Pop,10,2025-04-30,18,2025
8,About Damn Time,Harry Styles,R&B/Soul,7,2025-04-30,18,2025
9,HUMBLE.,Doja Cat,Hip-Hop/Rap,4,2025-04-30,18,2025
10,Kill Bill,Bad Bunny,Pop,14,2025-04-30,18,2025
11,About Damn Time,Justin Bieber,Hip-Hop/Rap,2,2025-04-30,18,2025
12,Late Night Talking,Miley Cyrus,Hip-Hop/Rap,13,2025-04-30,18,2025
