rank,title,artist,genre,weeks_on_chart,date
51,Late Night Talking,Harry Styles,Pop,5,2025-04-30
52,Running Up That Hill,Kate Bush,Rock,5,2025-04-30
53,Late Night Talking,Harry Styles,Pop,7,2025-04-30
54,If I Was a Cowboy,Miranda Lambert,Country,7,2025-04-30
55,Hold On,Justin Bieber,Pop,3,2025-04-30
56,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,3,2025-04-30
57,Dynamite,BTS,K-Pop,8,2025-04-30
58,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,4,2025-04-30
59,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,2,2025-04-30
60,Bohemian Rhapsody,Queen,Rock,8,2025-04-30
61,Congratulations,Post Malone ft. Quavo,Pop,1,2025-04-30
62,Go Flex,Post Malone,Alternative,8,2025-04-30
63,Después de la Playa,Bad Bunny,Latin,5,2025-04-30
64,Essence,WizKid ft. Tems,R&B/Soul,4,2025-04-30
65,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,6,2025-04-30
66,Kill Bill,SZA,R&B/Soul,7,2025-04-30
67,Hold On,Justin Bieber,Pop,2,2025-04-30
68,Thought You Should Know,Morgan Wallen,Country,4,2025-04-30
69,In Da Club,50 Cent,Hip-Hop/Rap,1,2025-04-30
70,I Fall Apart,Post Malone,Alternative,2,2025-04-30
71,IDGAF,Dua Lipa,Electronic/Dance,3,2025-04-30
72,Zombie,The Cranberries,Rock,8,2025-04-30
73,OMG,NewJeans,K-Pop,7,2025-04-30
74,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,5,2025-04-30
75,Thought You Should Know,Morgan Wallen,Country,6,2025-04-30
76,Hold On,Justin Bieber,Pop,6,2025-04-30
77,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,7,2025-04-30
78,Good Days,SZA,R&B/Soul,7,2025-04-30
79,You Proof,Morgan Wallen,Country,7,2025-04-30
80,As It Was,Harry Styles,Pop,3,2025-04-30
81,I Fall Apart,Post Malone,Alternative,7,2025-04-30
82,New Rules,Dua Lipa,Electronic/Dance,5,2025-04-30
83,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,4,2025-04-30
84,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,6,2025-04-30
85,Don't Start Now,Dua Lipa,Electronic/Dance,6,2025-04-30
86,God's Plan,Drake,Hip-Hop/Rap,6,2025-04-30
87,Circles,Post Malone,Alternative,6,2025-04-30
88,If I Was a Cowboy,Miranda Lambert,Country,5,2025-04-30
89,In Da Club,50 Cent,Hip-Hop/Rap,1,2025-04-30
90,Physical,Dua Lipa,Electronic/Dance,8,2025-04-30
91,Vampire,Olivia Rodrigo,Pop,8,2025-04-30
92,Hype Boy,NewJeans,K-Pop,3,2025-04-30
93,Master of Puppets,Metallica,Rock,6,2025-04-30
94,Party,Bad Bunny & Rauw Alejandro,Latin,1,2025-04-30
95,Late Night Talking,Harry Styles,Pop,8,2025-04-30
96,In Da Club,50 Cent,Hip-Hop/Rap,3,2025-04-30
97,OMG,NewJeans,K-Pop,6,2025-04-30
98,As It Was,Harry Styles,Pop,6,2025-04-30
99,Flowers,Miley Cyrus,Pop,3,2025-04-30
100,She Had Me At Heads Carolina,Cole Swindell,Country,3,2025-04-30
1,Wonderwall,Oasis,Rock,20,2025-05-07
2,Late Night Talking,Harry Styles,Pop,14,2025-05-07
3,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,22,2025-05-07
4,CUFF IT,Beyoncé,R&B/Soul,21,2025-05-07
5,IDGAF,Dua Lipa,Electronic/Dance,24,2025-05-07
6,Hotel California,Eagles,Rock,11,2025-05-07
7,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,11,2025-05-07
8,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,23,2025-05-07
9,Butter,BTS,K-Pop,11,2025-05-07
10,She Had Me At Heads Carolina,Cole Swindell,Country,10,2025-05-07
11,La Corriente,Bad Bunny & Tony Dize,Latin,4,2025-05-07
12,The Box,Roddy Ricch,Hip-Hop/Rap,15,2025-05-07
13,Til You Can't,Cody Johnson,Country,10,2025-05-07
14,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,12,2025-05-07
15,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,8,2025-05-07
16,CUFF IT,Beyoncé,R&B/Soul,14,2025-05-07
17,Vampire,Olivia Rodrigo,Pop,7,2025-05-07
18,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,7,2025-05-07
19,Rich Flex,Drake & 21 Savage,R&B/Soul,15,2025-05-07
20,Kill Bill,SZA,R&B/Soul,14,2025-05-07
21,Die For You,The Weeknd,R&B/Soul,8,2025-05-07
22,About Damn Time,Lizzo,Pop,11,2025-05-07
23,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,9,2025-05-07
24,Til You Can't,Cody Johnson,Country,12,2025-05-07
25,Andrea,Bad Bunny & Buscabulla,Latin,4,2025-05-07
26,Después de la Playa,Bad Bunny,Latin,10,2025-05-07
27,Calm Down,Rema & Selena Gomez,R&B/Soul,7,2025-05-07
28,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,5,2025-05-07
29,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,15,2025-05-07
30,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,10,2025-05-07
31,God's Plan,Drake,Hip-Hop/Rap,3,2025-05-07
32,About Damn Time,Lizzo,Pop,15,2025-05-07
33,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,3,2025-05-07
34,"Going, Going, Gone",Luke Combs,Country,5,2025-05-07
35,"Going, Going, Gone",Luke Combs,Country,9,2025-05-07
36,La Corriente,Bad Bunny & Tony Dize,Latin,7,2025-05-07
37,Til You Can't,Cody Johnson,Country,12,2025-05-07
38,In Da Club,50 Cent,Hip-Hop/Rap,13,2025-05-07
39,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,9,2025-05-07
40,Smells Like Teen Spirit,Nirvana,Rock,4,2025-05-07
41,CUFF IT,Beyoncé,R&B/Soul,5,2025-05-07
42,Efecto,Bad Bunny,Latin,6,2025-05-07
43,Dynamite,BTS,K-Pop,7,2025-05-07
44,Good Days,SZA,R&B/Soul,10,2025-05-07
45,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,9,2025-05-07
46,The Box,Roddy Ricch,Hip-Hop/Rap,14,2025-05-07
47,Bohemian Rhapsody,Queen,Rock,9,2025-05-07
48,Essence,WizKid ft. Tems,R&B/Soul,3,2025-05-07
49,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,4,2025-05-07
50,Rich Flex,Drake & 21 Savage,R&B/Soul,5,2025-05-07
51,Wonderwall,Oasis,Rock,5,2025-05-07
52,New Rules,Dua Lipa,Electronic/Dance,7,2025-05-07
53,Kill Bill,SZA,R&B/Soul,4,2025-05-07
54,Physical,Dua Lipa,Electronic/Dance,6,2025-05-07
55,Flowers,Miley Cyrus,Pop,1,2025-05-07
56,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,8,2025-05-07
57,Sunflower,Post Malone & Swae Lee,Pop,8,2025-05-07
58,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,3,2025-05-07
59,Thought You Should Know,Morgan Wallen,Country,7,2025-05-07
60,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,3,2025-05-07
61,Vampire,Olivia Rodrigo,Pop,5,2025-05-07
62,Unholy,Sam Smith & Kim Petras,Pop,1,2025-05-07
63,Deja Vu,Post Malone,Alternative,4,2025-05-07
64,About Damn Time,Lizzo,Pop,7,2025-05-07
65,Til You Can't,Cody Johnson,Country,4,2025-05-07
66,You Proof,Morgan Wallen,Country,4,2025-05-07
67,Butter,BTS,K-Pop,8,2025-05-07
68,About Damn Time,Lizzo,Pop,8,2025-05-07
69,God's Plan,Drake,Hip-Hop/Rap,4,2025-05-07
70,Physical,Dua Lipa,Electronic/Dance,6,2025-05-07
71,Thought You Should Know,Morgan Wallen,Country,4,2025-05-07
72,If I Was a Cowboy,Miranda Lambert,Country,2,2025-05-07
73,CUFF IT,Beyoncé,R&B/Soul,4,2025-05-07
74,La Corriente,Bad Bunny & Tony Dize,Latin,5,2025-05-07
75,Break My Soul,Beyoncé,Pop,4,2025-05-07
76,Levitating,Dua Lipa,Electronic/Dance,8,2025-05-07
77,Super Shy,NewJeans,K-Pop,7,2025-05-07
78,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,2,2025-05-07
79,Party,Bad Bunny & Rauw Alejandro,Latin,7,2025-05-07
80,Bohemian Rhapsody,Queen,Rock,5,2025-05-07
81,Lift Me Up,Rihanna,R&B/Soul,6,2025-05-07
82,OMG,NewJeans,K-Pop,4,2025-05-07
83,Tití Me Preguntó,Bad Bunny,Latin,3,2025-05-07
84,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,7,2025-05-07
85,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,7,2025-05-07
86,Congratulations,Post Malone ft. Quavo,Pop,7,2025-05-07
87,Calm Down,Rema & Selena Gomez,R&B/Soul,4,2025-05-07
88,Vampire,Olivia Rodrigo,Pop,7,2025-05-07
89,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,6,2025-05-07
90,The Box,Roddy Ricch,Hip-Hop/Rap,4,2025-05-07
91,God's Plan,Drake,Hip-Hop/Rap,7,2025-05-07
92,Good Days,SZA,R&B/Soul,8,2025-05-07
93,Después de la Playa,Bad Bunny,Latin,2,2025-05-07
94,Lift Me Up,Rihanna,R&B/Soul,8,2025-05-07
95,Last Night,Morgan Wallen,Country,6,2025-05-07
96,White Iverson,Post Malone,Alternative,5,2025-05-07
97,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,5,2025-05-07
98,Rich Flex,Drake & 21 Savage,R&B/Soul,6,2025-05-07
99,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,7,2025-05-07
100,Pink Venom,BLACKPINK,K-Pop,6,2025-05-07
1,Good Days,SZA,R&B/Soul,22,2025-05-14
2,Physical,Dua Lipa,Electronic/Dance,13,2025-05-14
3,Thought You Should Know,Morgan Wallen,Country,16,2025-05-14
4,Late Night Talking,Harry Styles,Pop,18,2025-05-14
5,Moscow Mule,Bad Bunny,Latin,9,2025-05-14
6,Thought You Should Know,Morgan Wallen,Country,16,2025-05-14
7,Essence,WizKid ft. Tems,R&B/Soul,18,2025-05-14
8,Wild as Her,Corey Kent,Country,18,2025-05-14
9,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,25,2025-05-14
10,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,18,2025-05-14
11,Shut Down,BLACKPINK,K-Pop,8,2025-05-14
12,Sunflower,Post Malone & Swae Lee,Pop,6,2025-05-14
13,Pink Venom,BLACKPINK,K-Pop,13,2025-05-14
14,Stay,The Kid LAROI & Justin Bieber,Electronic/Dance,8,2025-05-14
15,Rich Flex,Drake & 21 Savage,R&B/Soul,13,2025-05-14
16,Party,Bad Bunny & Rauw Alejandro,Latin,14,2025-05-14
17,Pink Venom,BLACKPINK,K-Pop,9,2025-05-14
18,Don't Start Now,Dua Lipa,Electronic/Dance,9,2025-05-14
19,Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,13,2025-05-14
20,Shirt,SZA,R&B/Soul,8,2025-05-14
21,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,14,2025-05-14
22,Physical,Dua Lipa,Electronic/Dance,3,2025-05-14
23,Andrea,Bad Bunny & Buscabulla,Latin,6,2025-05-14
24,Party,Bad Bunny & Rauw Alejandro,Latin,3,2025-05-14
25,You Proof,Morgan Wallen,Country,12,2025-05-14
26,Die For You,The Weeknd,R&B/Soul,10,2025-05-14
27,Anti-Hero,Taylor Swift,Pop,13,2025-05-14
28,Butter,BTS,K-Pop,14,2025-05-14
29,Unholy,Sam Smith & Kim Petras,Pop,8,2025-05-14
30,New Jeans,NewJeans,K-Pop,7,2025-05-14
31,La Corriente,Bad Bunny & Tony Dize,Latin,8,2025-05-14
32,Congratulations,Post Malone ft. Quavo,Pop,10,2025-05-14
33,Anti-Hero,Taylor Swift,Pop,6,2025-05-14
34,Good Days,SZA,R&B/Soul,4,2025-05-14
35,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,15,2025-05-14
36,Thought You Should Know,Morgan Wallen,Country,9,2025-05-14
37,About Damn Time,Lizzo,Pop,14,2025-05-14
38,Dynamite,BTS,K-Pop,5,2025-05-14
39,Shut Down,BLACKPINK,K-Pop,4,2025-05-14
40,Sunflower,Post Malone & Swae Lee,Pop,13,2025-05-14
41,Calm Down,Rema & Selena Gomez,R&B/Soul,10,2025-05-14
42,Better Now,Post Malone,Alternative,13,2025-05-14
43,Pink Venom,BLACKPINK,K-Pop,15,2025-05-14
44,Anti-Hero,Taylor Swift,Pop,3,2025-05-14
45,Break My Soul,Beyoncé,Pop,13,2025-05-14
46,Die For You,The Weeknd,R&B/Soul,5,2025-05-14
47,Sweet Child O' Mine,Guns N' Roses,Rock,11,2025-05-14
48,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,15,2025-05-14
49,Circles,Post Malone,Alternative,8,2025-05-14
50,Vampire,Olivia Rodrigo,Pop,14,2025-05-14
51,Levitating,Dua Lipa,Electronic/Dance,2,2025-05-14
52,White Iverson,Post Malone,Alternative,3,2025-05-14
53,New Rules,Dua Lipa,Electronic/Dance,5,2025-05-14
54,Vampire,Olivia Rodrigo,Pop,5,2025-05-14
55,White Iverson,Post Malone,Alternative,3,2025-05-14
56,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,3,2025-05-14
57,Wonderwall,Oasis,Rock,6,2025-05-14
58,If I Was a Cowboy,Miranda Lambert,Country,8,2025-05-14
59,Lift Me Up,Rihanna,R&B/Soul,8,2025-05-14
60,Anti-Hero,Taylor Swift,Pop,3,2025-05-14
61,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,2,2025-05-14
62,Hotel California,Eagles,Rock,3,2025-05-14
63,CUFF IT,Beyoncé,R&B/Soul,4,2025-05-14
64,Super Shy,NewJeans,K-Pop,1,2025-05-14
65,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,4,2025-05-14
66,Sunflower,Post Malone & Swae Lee,Pop,7,2025-05-14
67,New Rules,Dua Lipa,Electronic/Dance,1,2025-05-14
68,Rich Flex,Drake & 21 Savage,R&B/Soul,3,2025-05-14
69,Wonderwall,Oasis,Rock,4,2025-05-14
70,Bohemian Rhapsody,Queen,Rock,1,2025-05-14
71,Til You Can't,Cody Johnson,Country,3,2025-05-14
72,Master of Puppets,Metallica,Rock,6,2025-05-14
73,Calm Down,Rema & Selena Gomez,R&B/Soul,8,2025-05-14
74,Essence,WizKid ft. Tems,R&B/Soul,1,2025-05-14
75,Thought You Should Know,Morgan Wallen,Country,6,2025-05-14
76,El Apagón,Bad Bunny,Latin,6,2025-05-14
77,Wild as Her,Corey Kent,Country,3,2025-05-14
78,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,3,2025-05-14
79,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,3,2025-05-14
80,Andrea,Bad Bunny & Buscabulla,Latin,8,2025-05-14
81,Late Night Talking,Harry Styles,Pop,7,2025-05-14
82,Deja Vu,Post Malone,Alternative,3,2025-05-14
83,Savage,Megan Thee Stallion,Hip-Hop/Rap,4,2025-05-14
84,Smells Like Teen Spirit,Nirvana,Rock,6,2025-05-14
85,Ojitos Lindos,Bad Bunny & Bomba Estéreo,Latin,5,2025-05-14
86,In Da Club,50 Cent,Hip-Hop/Rap,3,2025-05-14
87,Late Night Talking,Harry Styles,Pop,4,2025-05-14
88,I Fall Apart,Post Malone,Alternative,7,2025-05-14
89,Kill Bill,SZA,R&B/Soul,1,2025-05-14
90,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,5,2025-05-14
91,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,4,2025-05-14
92,Shut Down,BLACKPINK,K-Pop,2,2025-05-14
93,Ditto,NewJeans,K-Pop,8,2025-05-14
94,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,8,2025-05-14
95,The Box,Roddy Ricch,Hip-Hop/Rap,7,2025-05-14
96,As It Was,Harry Styles,Pop,6,2025-05-14
97,Flowers,Miley Cyrus,Pop,2,2025-05-14
98,In Da Club,50 Cent,Hip-Hop/Rap,5,2025-05-14
99,Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,8,2025-05-14
100,Unholy,Sam Smith & Kim Petras,Pop,1,2025-05-14
1,White Iverson,Post Malone,Alternative,20,2025-05-21
2,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,8,2025-05-21
3,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,11,2025-05-21
4,In Da Club,50 Cent,Hip-Hop/Rap,24,2025-05-21
5,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,21,2025-05-21
6,Congratulations,Post Malone ft. Quavo,Pop,11,2025-05-21
7,Kill Bill,SZA,R&B/Soul,25,2025-05-21
8,The Box,Roddy Ricch,Hip-Hop/Rap,23,2025-05-21
9,God's Plan,Drake,Hip-Hop/Rap,24,2025-05-21
10,Deja Vu,Post Malone,Alternative,11,2025-05-21
11,OMG,NewJeans,K-Pop,7,2025-05-21
12,Til You Can't,Cody Johnson,Country,4,2025-05-21
13,Cold Heart,Elton John & Dua Lipa,Electronic/Dance,5,2025-05-21
14,Rich Flex,Drake & 21 Savage,R&B/Soul,5,2025-05-21
15,If I Was a Cowboy,Miranda Lambert,Country,15,2025-05-21
16,Super Shy,NewJeans,K-Pop,13,2025-05-21
17,Moscow Mule,Bad Bunny,Latin,10,2025-05-21
18,Thought You Should Know,Morgan Wallen,Country,13,2025-05-21
19,Good Days,SZA,R&B/Soul,8,2025-05-21
20,Master of Puppets,Metallica,Rock,12,2025-05-21
21,Circles,Post Malone,Alternative,14,2025-05-21
22,She Had Me At Heads Carolina,Cole Swindell,Country,6,2025-05-21
23,Rich Flex,Drake & 21 Savage,R&B/Soul,6,2025-05-21
24,Circles,Post Malone,Alternative,13,2025-05-21
25,Calm Down,Rema & Selena Gomez,R&B/Soul,14,2025-05-21
26,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,13,2025-05-21
27,Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,14,2025-05-21
28,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,11,2025-05-21
29,Anti-Hero,Taylor Swift,Pop,7,2025-05-21
30,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,10,2025-05-21
31,Essence,WizKid ft. Tems,R&B/Soul,4,2025-05-21
32,Super Shy,NewJeans,K-Pop,7,2025-05-21
33,CUFF IT,Beyoncé,R&B/Soul,14,2025-05-21
34,La Corriente,Bad Bunny & Tony Dize,Latin,8,2025-05-21
35,La Corriente,Bad Bunny & Tony Dize,Latin,7,2025-05-21
36,Creep,Radiohead,Rock,3,2025-05-21
37,Good Days,SZA,R&B/Soul,8,2025-05-21
38,Dynamite,BTS,K-Pop,7,2025-05-21
39,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,9,2025-05-21
40,Hype Boy,NewJeans,K-Pop,15,2025-05-21
41,The Kind of Love We Make,Luke Combs,Country,9,2025-05-21
42,Efecto,Bad Bunny,Latin,6,2025-05-21
43,Late Night Talking,Harry Styles,Pop,12,2025-05-21
44,Kill Bill,SZA,R&B/Soul,4,2025-05-21
45,Don't Start Now,Dua Lipa,Electronic/Dance,12,2025-05-21
46,You Proof,Morgan Wallen,Country,9,2025-05-21
47,Last Night,Morgan Wallen,Country,4,2025-05-21
48,Hold Me Closer,Elton John & Britney Spears,Pop,15,2025-05-21
49,Sunflower,Post Malone & Swae Lee,Pop,5,2025-05-21
50,Good Days,SZA,R&B/Soul,3,2025-05-21
51,Hold On,Justin Bieber,Pop,5,2025-05-21
52,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,7,2025-05-21
53,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,3,2025-05-21
54,CUFF IT,Beyoncé,R&B/Soul,2,2025-05-21
55,Ditto,NewJeans,K-Pop,8,2025-05-21
56,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,3,2025-05-21
57,Moscow Mule,Bad Bunny,Latin,4,2025-05-21
58,Sunflower,Post Malone & Swae Lee,Pop,1,2025-05-21
59,Tití Me Preguntó,Bad Bunny,Latin,3,2025-05-21
60,Shirt,SZA,R&B/Soul,8,2025-05-21
61,Tití Me Preguntó,Bad Bunny,Latin,3,2025-05-21
62,God's Plan,Drake,Hip-Hop/Rap,8,2025-05-21
63,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,7,2025-05-21
64,You Proof,Morgan Wallen,Country,5,2025-05-21
65,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,5,2025-05-21
66,Pink Venom,BLACKPINK,K-Pop,8,2025-05-21
67,Flowers,Miley Cyrus,Pop,1,2025-05-21
68,Til You Can't,Cody Johnson,Country,1,2025-05-21
69,ETA,NewJeans,K-Pop,2,2025-05-21
70,Bad Guy,Billie Eilish,Alternative,1,2025-05-21
71,Unholy,Sam Smith & Kim Petras,Pop,2,2025-05-21
72,Andrea,Bad Bunny & Buscabulla,Latin,6,2025-05-21
73,About Damn Time,Lizzo,Pop,2,2025-05-21
74,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,1,2025-05-21
75,You Proof,Morgan Wallen,Country,1,2025-05-21
76,In Da Club,50 Cent,Hip-Hop/Rap,2,2025-05-21
77,Lift Me Up,Rihanna,R&B/Soul,5,2025-05-21
78,White Iverson,Post Malone,Alternative,6,2025-05-21
79,Levitating,Dua Lipa,Electronic/Dance,7,2025-05-21
80,Congratulations,Post Malone ft. Quavo,Pop,5,2025-05-21
81,El Apagón,Bad Bunny,Latin,6,2025-05-21
82,Late Night Talking,Harry Styles,Pop,5,2025-05-21
83,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,5,2025-05-21
84,Hold On,Justin Bieber,Pop,3,2025-05-21
85,Seven Nation Army,The White Stripes,Rock,7,2025-05-21
86,White Iverson,Post Malone,Alternative,3,2025-05-21
87,Lift Me Up,Rihanna,R&B/Soul,5,2025-05-21
88,If I Was a Cowboy,Miranda Lambert,Country,6,2025-05-21
89,Anti-Hero,Taylor Swift,Pop,8,2025-05-21
90,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,4,2025-05-21
91,Physical,Dua Lipa,Electronic/Dance,4,2025-05-21
92,Running Up That Hill,Kate Bush,Rock,2,2025-05-21
93,You Proof,Morgan Wallen,Country,2,2025-05-21
94,Hold On,Justin Bieber,Pop,4,2025-05-21
95,Wild as Her,Corey Kent,Country,4,2025-05-21
96,IDGAF,Dua Lipa,Electronic/Dance,8,2025-05-21
97,If I Was a Cowboy,Miranda Lambert,Country,1,2025-05-21
98,Congratulations,Post Malone ft. Quavo,Pop,7,2025-05-21
99,Physical,Dua Lipa,Electronic/Dance,8,2025-05-21
100,Andrea,Bad Bunny & Buscabulla,Latin,1,2025-05-21
1,Sunflower,Post Malone & Swae Lee,Pop,13,2025-05-28
2,Calm Down,Rema & Selena Gomez,R&B/Soul,23,2025-05-28
3,IDGAF,Dua Lipa,Electronic/Dance,20,2025-05-28
4,Thought You Should Know,Morgan Wallen,Country,24,2025-05-28
5,El Apagón,Bad Bunny,Latin,13,2025-05-28
6,Go Flex,Post Malone,Alternative,20,2025-05-28
7,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,19,2025-05-28
8,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,14,2025-05-28
9,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,10,2025-05-28
10,Thought You Should Know,Morgan Wallen,Country,8,2025-05-28
11,Lift Me Up,Rihanna,R&B/Soul,10,2025-05-28
12,Til You Can't,Cody Johnson,Country,6,2025-05-28
13,Kill Bill,SZA,R&B/Soul,8,2025-05-28
14,Hold On,Justin Bieber,Pop,14,2025-05-28
15,Late Night Talking,Harry Styles,Pop,13,2025-05-28
16,Anti-Hero,Taylor Swift,Pop,3,2025-05-28
17,Go Flex,Post Malone,Alternative,12,2025-05-28
18,Shut Down,BLACKPINK,K-Pop,11,2025-05-28
19,Hold On,Justin Bieber,Pop,3,2025-05-28
20,Dynamite,BTS,K-Pop,11,2025-05-28
21,CUFF IT,Beyoncé,R&B/Soul,7,2025-05-28
22,Anti-Hero,Taylor Swift,Pop,6,2025-05-28
23,Til You Can't,Cody Johnson,Country,4,2025-05-28
24,OMG,NewJeans,K-Pop,3,2025-05-28
25,In Da Club,50 Cent,Hip-Hop/Rap,14,2025-05-28
26,Essence,WizKid ft. Tems,R&B/Soul,5,2025-05-28
27,God's Plan,Drake,Hip-Hop/Rap,13,2025-05-28
28,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,8,2025-05-28
29,Moscow Mule,Bad Bunny,Latin,4,2025-05-28
30,Anti-Hero,Taylor Swift,Pop,3,2025-05-28
31,White Iverson,Post Malone,Alternative,11,2025-05-28
32,La Corriente,Bad Bunny & Tony Dize,Latin,14,2025-05-28
33,Last Night,Morgan Wallen,Country,10,2025-05-28
34,Sunflower,Post Malone & Swae Lee,Pop,8,2025-05-28
35,Good Days,SZA,R&B/Soul,11,2025-05-28
36,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,13,2025-05-28
37,Break My Soul,Beyoncé,Pop,10,2025-05-28
38,Ditto,NewJeans,K-Pop,6,2025-05-28
39,Dynamite,BTS,K-Pop,5,2025-05-28
40,She Had Me At Heads Carolina,Cole Swindell,Country,14,2025-05-28
41,Late Night Talking,Harry Styles,Pop,14,2025-05-28
42,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,15,2025-05-28
43,God's Plan,Drake,Hip-Hop/Rap,12,2025-05-28
44,Late Night Talking,Harry Styles,Pop,15,2025-05-28
45,Running Up That Hill,Kate Bush,Rock,10,2025-05-28
46,Hotel California,Eagles,Rock,15,2025-05-28
47,You Proof,Morgan Wallen,Country,10,2025-05-28
48,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,8,2025-05-28
49,Shut Down,BLACKPINK,K-Pop,14,2025-05-28
50,The Box,Roddy Ricch,Hip-Hop/Rap,9,2025-05-28
51,Hold On,Justin Bieber,Pop,7,2025-05-28
52,CUFF IT,Beyoncé,R&B/Soul,4,2025-05-28
53,Moscow Mule,Bad Bunny,Latin,4,2025-05-28
54,Calm Down,Rema & Selena Gomez,R&B/Soul,3,2025-05-28
55,Anti-Hero,Taylor Swift,Pop,4,2025-05-28
56,Thought You Should Know,Morgan Wallen,Country,4,2025-05-28
57,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,5,2025-05-28
58,Die For You,The Weeknd,R&B/Soul,7,2025-05-28
59,Creep,Radiohead,Rock,4,2025-05-28
60,Kill Bill,SZA,R&B/Soul,2,2025-05-28
61,New Rules,Dua Lipa,Electronic/Dance,5,2025-05-28
62,Blinding Lights,The Weeknd,Alternative,3,2025-05-28
63,Savage,Megan Thee Stallion,Hip-Hop/Rap,4,2025-05-28
64,Essence,WizKid ft. Tems,R&B/Soul,3,2025-05-28
65,Break My Soul,Beyoncé,Pop,1,2025-05-28
66,The Box,Roddy Ricch,Hip-Hop/Rap,2,2025-05-28
67,Kill Bill,SZA,R&B/Soul,7,2025-05-28
68,As It Was,Harry Styles,Pop,4,2025-05-28
